Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Abhishek Roushan,,"Bengaluru, India","China,Hong Kong,India,Indonesia,Japan,Cyprus,Czech Republic,Denmark,Estonia,Finland,Italy",3. Early Revenue,"I invest in SAAS, With Early Sign of Revenue and GenZ founders. Preferred Market is SEA. Exited last co at +100M.",Solo angel,"$1,000","$25,000"
Abhishek Suri,,"Seattle, US","USA,India,France,Netherlands,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue",I invest in tech that reduces time spent by people using in doing things they hate or want to do less of,Solo angel,"$5,000","$25,000"
Abraseed-1,https://www.abraseed.com.com,"Paris, France","Algeria,Egypt,Israel,Jordan,Kuwait,Morocco,Qatar,Saudi Arabia,Tunisia,Turkey","2. Prototype,3. Early Revenue,4. Scaling","We invest in every tech industries, specially in deeptech, AI, synbio, edtech, SaaS",VC,"$200,000","$500,000"
Abstraction Capital,https://abstraction.vc,"9237 Ward Parkway, Kansas City, MO",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed rounds for companies building products in the developer tool and cloud infrastructure space.,VC,"$50,000","$400,000"
Abundant,https://www.abundantventurepartners.com/,515 N State Chicago IL,USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in digital health companies that benefit healthcare providers and health systems,VC,"$250,000","$2,000,000"
Acasia Group,https://acasia.group/,"Consoleya, 5 El-Fadl, Bab Al Louq, Abdeen, Cairo Governorate 11513.","Egypt,Qatar,UAE,Saudi Arabia,Bahrain,Kuwait,Lebanon,Jordan","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Architecture, Construction, and Engineering Technology","Incubator, Accelerator","$25,000","$25,000"
Accel Atoms,https://atoms.accel.com/,"Bengaluru, IN","India,Indonesia,Singapore,UAE","1. Idea or Patent,2. Prototype","We invest in the earliest stages of emerging ideas, irrespective of an MVP, with founders who can commit to building their company full time.","Incubator, Accelerator","$100,000","$1,000,000"
Accelerace,https://www.accelerace.io/,"Fruebjergvej 3, 2100 Copenhagen, 2100, DK","Denmark,Sweden,Finland","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in and accelerate early-stage, ideally pre-seeds. Industry-agnostic.","Incubator, Accelerator","$50,000","$1,000,000"
Accelerate Venture Partners,https://www.avpict.com/,"245 N. Waco, Ste# 230A Wichita, KS 67202 USA",USA,"3. Early Revenue,4. Scaling","We invest in early-stage, high-growth companies in Wichita and the Midwest.",Angel network,"$100,000","$500,000"
Accion Venture,https://www.accion.org/ventures,"1101 15th St., NW, Suite 400, Washington, D.C., 20005, US","Kenya,Nigeria,South Africa,Argentina,Brazil,Chile,Colombia,Mexico,Peru,USA,India,Indonesia,Pakistan,Philippines,Poland,UK,Egypt,UAE","3. Early Revenue,4. Scaling",We invest in for-profit enterprises with new products or business models that expand the range of high-quality financial services for underserved populations.,VC,"$200,000","$500,000"
Ace of Cups,http://aceofcups.vc/,1680 Michigan Ave Suite 700 #488 Miami Beach FL 33139 United States,"USA,UK,France,Italy,Denmark,Norway,Sweden,Netherlands,Germany","2. Prototype,3. Early Revenue,4. Scaling","We invest in creators who focus on craftsmanship, prioritize innovative recipes, techniques, and ingredients, and are bold enough to disrupt the drinks industry, aiming to toss alcohol drinking into the dumpster of history. 

We are interested in built from the ground up wine alternatives, aperitifs and anything fermented, especially tea-based. Open to consider functional drinks with genuine science-backed benefits. ",Angel network,"$15,000","$250,000"
ACF Investors,https://www.acfinvestors.com/,"Sheffield Technology Park, Arundel Street, Sheffield, S1 2NS",UK,"2. Prototype,3. Early Revenue,4. Scaling",We invest in UK based companies across almost all sectors and with each investment we look to coinvest with alongside sector smart angel investors.,VC,"$300,000","$1,000,000"
Acrobator Ventures,https://acrobator.vc/,"Weesperplein 4A, 1018XA Amsterdam, the Netherlands ","Armenia,Estonia,Lithuania,Latvia,Georgia,Poland,USA,Netherlands,Ukraine",3. Early Revenue,We invest in Eastern Diaspora founders building international software companies on the cusp of international expansion at pre/seed stage.,VC,"$150,000","$2,000,000"
Acronym Venture Capital,https://acronymvc.com/,"16590 Germaine Dr, Delray Beach, FL 33446","USA,Canada","3. Early Revenue,4. Scaling","We invest in Late Seed and Series A venture capital financing rounds of software/internet/tech companies. We invest primarily into Enterprise Saas companies, Fintech, Hospitality Tech, Real Estate / PropTech, Workflow Tech, E-commerce, and Omni Channel Consumer Brands. Companies must have at least $1m in ARR. ",VC,"$350,000","$3,000,000"
Act Venture Capital,https://www.actventure.capital,"6 Richview Office Park, Dublin 14, Dublin 14, IE","Ireland,UK,Germany,Norway,Denmark,France,Spain,Sweden","2. Prototype,3. Early Revenue,4. Scaling","We invest in AI/ML and data, business applications, cloud & infrastructure, connectivity & IoT, deep tech, e-commerce, energy & climate, fintech, gaming & media, health, logistics & mobility, privacy & security. Focused on Seed and Series A/B opportunities across Europe.",VC,"$100,000","$10,000,000"
Act Venture Partners,https://act-vc.com/,"Amsterdam, Netherlands","Denmark,Finland,Germany,Ireland,Netherlands,Spain,Sweden,UK,Turkey","3. Early Revenue,4. Scaling",We invest in European tech entrepreneurs at an early stage.,VC,"$100,000","$1,000,000"
Actio Capital Ventures (ACV),https://www.actiocapital.ventures/,"Kurzemes prospekts 28 - 27  Rīga, LV-1067  Latvia","Estonia,Latvia,Lithuania","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in retail, health, and consumer goods. We believe that these industries offer significant potential for disruptive innovation and sustained growth.

Our investment strategy centers on providing seed funding and support to promising startups at a critical stage of their development. With ticket sizes ranging from 2000€ up to 20000€, we aim to fuel the initial growth and expansion of these ventures, allowing them to reach key milestones and attract further investment.

In the retail sector, we actively seek out startups that are leveraging technology and innovative business models to reshape the consumer experience. This includes companies involved in e-commerce, direct-to-consumer brands, marketplace platforms, supply chain optimization, and retail analytics. By investing in these ventures, we aim to support the transformation of traditional retail models and drive industry-wide innovation.

Within the health industry, we target startups that are revolutionizing healthcare delivery, improving patient outcomes, and enhancing access to quality care. This encompasses areas such as digital health solutions, telemedicine, healthtech platforms, medical devices, and health data analytics. Our goal is to invest in companies that have the potential to make a significant impact on the healthcare landscape and address the evolving needs of patients and providers.

In the consumer goods sector, we focus on startups that are creating innovative products, services, and experiences that resonate with today's discerning consumers. This includes companies involved in areas such as sustainable and ethical consumer goods, personalized products, direct-to-consumer brands, and subscription-based models. By investing in these ventures, we aim to support the development of consumer-centric solutions that align with evolving consumer preferences and market trends.

Throughout our investment process, we are committed to partnering with ambitious and visionary entrepreneurs who demonstrate a deep understanding of their target markets and possess the drive to disrupt the status quo. In addition to capital, we offer our portfolio companies strategic guidance, mentorship, and access to our extensive network of industry experts and resources, all aimed at maximizing their chances of success.

As an early-stage investor, we understand the risks involved in supporting nascent ventures, but we also recognize the potential rewards of backing the right ideas and teams. Our investment thesis is grounded in a thorough evaluation of market dynamics, growth potential, competitive landscapes, and the unique value propositions of each startup. By combining a data-driven approach with our industry expertise, we strive to identify and nurture the next generation of game-changing startups in the retail, health, and consumer goods sectors.

We believe that by focusing on these sectors and providing tailored support to early-stage startups, we can play a significant role in shaping the future of these industries, fostering innovation, and generating attractive returns for our investors.",VC,"$1,000","$25,000"
Active Impact Investments,https://www.activeimpactinvestments.com/,"402-106 West 1st Street,  North Vancouver, BC  V7M 2E7, Canada","USA,Canada","4. Scaling,3. Early Revenue","We invest in seed stage companies companies facilitating the transition from finite to infinite sources of energy, food, water & products. ",VC,"$500,000","$1,500,000"
Acton Capital,https://actoncapital.com/,"Widenmayerstrasse 29, Munich, 80538, DE","Germany,UK,Sweden,Canada,France,Spain,USA,Finland,Norway","3. Early Revenue,4. Scaling,5. Growth",We invest with a clear focus on tech-enabled business models throughout Europe and North America – B2C or B2B – around Series A/B.,VC,"$3,000,000","$12,000,000"
Adam Borowicz,,Poland,"Bulgaria,Cyprus,Czech Republic,Estonia,Finland,France,Georgia,Greece,Hungary,Latvia,Liechtenstein,Lithuania,Poland,Romania,Serbia,Slovakia,Slovenia,Sweden,UK,Ukraine",3. Early Revenue,I invest in B2B software products; founders from CEE diaspora,Solo angel,"$1,000,000","$10,000,000"
Adam Haney,,"NYC, US",USA,1. Idea or Patent,"I invest in full stack AI services businesses, AI Tools and AI Infrastructure.
I invest in Marketplaces especially human labor and skill based marketplaces",Solo angel,"$5,000","$100,000"
Adam Morand,https://www.ionplay.com/,"Calgary, Alberta,  Canada ","Antigua and Barbuda,Barbados,Canada,Trinidad and Tobago,USA,Uruguay,Japan","2. Prototype,3. Early Revenue","I invest in disruptively intelligent entrepreneurs focused on economically viable and sustainable solutions for basal human needs.

https://www.ionplay.com/",Solo angel,"$50,000","$50,000"
Adam Zaorski,https://adamzaorski.com/,"New York, NY","USA,Poland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue","I invest in...

Update: Currently not investing as focusing on my own startup but always happy to help in any form you think I can.

Interesting industries: B2B SaaS, social commerce, fintech, AI/ML, VR/AR, consumer, bio hacking, productivity.",Solo angel,"$5,000","$25,000"
Adams Street Partners,https://www.adamsstreetpartners.com/,"One North Wacker Drive, Suite 2700 Chicago, IL, 60606",USA,"5. Growth,6. Pre-IPO","We invest in rapidly growing, category-leading venture and growth companies across multiple stages, targeting application software, cloud infrastructure, financial technology, consumer, and healthcare.",VC,"$5,000,000","$75,000,000"
Addendum Capital,https://www.addendum.capital,"Calle Fortuny, 14, Madrid, Spain","France,Germany,Italy,Netherlands,Portugal,Spain,UK","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in B2B SaaS at early-stage.,VC,"$50,000","$300,000"
Addium Capital,https://addiumcapital.com/,Nigeria,"Nigeria,Ghana,Kenya","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in technology startups and gender-focused businesses in consumer, finance, tech, and supply chain.",VC,"$20,000","$1,000,000"
Adelie Capital,https://adelie.vc/,"8 place de l'Opéra, 75009 Paris, France","France,UK,Germany,Switzerland,Spain,Italy,Belgium","3. Early Revenue,4. Scaling,5. Growth","We invest in fast-growing European tech companies powered by ambitious teams and with a great potential for scalability. We are sector agnostic: we believe in entrepreneurs, the explorers of the 21st century.",VC,"$500,000","$3,000,000"
Adesso Ventures,https://www.adesso.vc/,"Prinzenstraße 34, 10969 , Berlin, DE","Austria,Belgium,Czech Republic,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Netherlands,Poland,Portugal,Romania,Spain,Sweden,Switzerland,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in verticalized software, everything along the software development process and digital health.",Corporate VC,"$100,000","$1,000,000"
Adevinta Ventures,https://www.adevinta.com/ventures/,"Barcelona, Catalonia, Spain","France,Germany,Italy,Netherlands,Spain","3. Early Revenue,4. Scaling","We invest in fast-growing European startups (sweet spot in Series A and Series B) that can shape the future of mobility, real estate, work and fintech. Leveraging the top positions of Adevinta's brands (e.g. leboncoin, Mobile.de, Fotocasa, Coches.net, Subito) Adevinta Ventures adds strong value and is a long-term partner to portfolio companies.",Corporate VC,"$1,000,000","$7,000,000"
AdirVentures,https://adirvc.com/,"New York, NY","USA,Israel,UK","3. Early Revenue,4. Scaling","We invest in traditional insurance, distribution and Insurtech.  We also love SAAS solutions that may look to sell into insurance carriers or sell adjacent to insurance products. ",VC,"$1,000,000","$5,000,000"
Aditya Kumar,,"Sunnyvale, CA 94086",USA,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth","I invest in startup incorporated in the USA and working on the following technologies.
- Developer tools
- Blockchain

The founder (or one of the co-founders) should be from tech, knows the ins and outs of their offering.",Solo angel,"$10,000","$50,000"
ADIV,https://adiv.vc,Tel Aviv,"USA,Israel,UAE","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in dual-use and deep tech startups, leveraging Starburst 4x markup and Fortune Global 500 partners. ",VC,"$250,000","$2,000,000"
Adrian Wong,,"Cambridge, UK","Canada,USA,UK,Australia,New Zealand","3. Early Revenue,4. Scaling",I invest in early-stage founders leveraging unfair advantages to build category-leading dual-use/defence technology startups around the world.,Solo angel,"$200,000","$500,000"
AdTay Ventures,https://www.adtayventures.com/,"21 West Hampstead Mews, London, NW6 3BB, United Kingdom","UK,Israel","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in Seed to late stage startups across Europe and Israel,VC,"$100,000","$10,000,000"
Advantage Capital,https://www.advantagecap.com/,"909 Poydras St Ste 2230, New Orleans, LA 70112",USA,"3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in small businesses, affordable housing and renewable energy with an emphasis on driving capital to underserved areas. 

We look to make an impact on communities starting with the businesses in those areas. We look to support the growth of these companies and increase the number of accessible jobs in distressed communities with capital.",Other,"$1,000,000","$15,000,000"
Aera VC,https://www.aera.vc/,Singapore,"USA,New Zealand,Australia,Singapore,India,UK,France,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in deep tech ventures to reverse climate change and flourish humanity.,VC,"$500,000","$2,000,000"
Aescuvest,https://www.aescuvest.eu/,"Hanauer Landstraße 328, 60314 Frankfurt am Main, Germany","Germany,Israel,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Sweden,Finland,France,Greece,Hungary,Ireland,Norway,Spain,Portugal,Ukraine,UK,Switzerland",3. Early Revenue,"We invest in medical breakthrough innovations in the areas of: digital drug, digital device and digital detection and diagnosis.",VC,"$1,000,000","$5,000,000"
